0.31951582	-0.16475093	-4.188552e-05	-0.40364155	-0.37562627	0.060479086	-0.10978801	-0.05116676	-0.08685971	0.12774096	0.213221	0.0467487	0.2682275	-0.18821883	0.27884665	-0.08341048	0.14923324	0.16095313	-0.2670856	0.17279667	-0.29281476	-0.15820521	-0.0210252	-0.10747649	-0.26606873	-0.1765998	-0.15602136	-0.35932806	0.017708573	0.08176752	0.33034256	0.18405893
-0.3260869	-0.45120335	-0.18778895	0.14162888	-0.17905866	0.333747	-0.2766578	-0.15574312	-0.033293214	0.32961693	0.33937714	0.26981616	-0.10734127	-0.41762975	-0.06902851	0.078771725	0.26473367	-0.15064497	0.04646617	0.07707567	0.22889891	-0.42941502	0.26992005	-0.24123284	0.035358533	-0.37934738	-0.3900554	-0.22650121	0.06078722	-0.1388044	-0.11610668	-0.1340471
0.14840111	-0.042088404	0.003136509	-0.08761106	-0.114884295	0.020612366	-0.062032323	-0.06891759	-0.012068409	0.043305114	0.06482899	0.057973552	0.14439946	-0.12780568	0.14203301	0.078063	0.09563621	0.12374969	-0.12666222	0.062454086	-0.10342716	-0.09503086	-0.052434817	-0.08445464	-0.08236101	-0.046280067	-0.1379219	-0.14510721	0.040840324	-0.027926354	0.14074177	-0.07250302
-0.1378062	-0.0487905	0.061217867	-0.06340388	-0.06030932	0.06540446	-0.08376022	-0.1537553	-0.115389794	0.10243214	0.12935205	0.09912547	0.11697173	-0.116092905	0.0014733328	0.14397681	0.0560575	0.11331944	-0.14448191	0.17258327	-0.06575538	-0.17827597	0.065754116	-0.15580681	-0.1624055	-0.15693189	-0.13742654	-0.05311431	-0.086576805	-0.13389923	0.106352955	-0.025874665
-0.007791923	-0.0038709482	0.058813702	-0.031755283	0.021826345	0.015222769	-0.0018931853	-0.05975528	0.031635907	-0.005744352	0.015060832	-0.034735058	0.04174977	-0.025750745	-0.013632024	0.08144974	0.025165671	0.023706095	-0.01737101	0.029356282	-0.056499463	-0.054404926	0.07137479	-0.072679274	-0.042221703	-0.0033983458	0.04867399	0.036791485	0.018051777	-0.042744324	0.058803167	-0.10047515
-0.2048126	-0.22426446	0.017972285	0.09026779	-0.036836974	0.2624726	-0.23770316	-0.3123653	0.053054508	0.24401902	0.1512726	0.18476367	0.019905241	-0.23910506	-0.11185254	-0.023368303	0.067822285	-0.07014298	0.07114147	0.21330002	0.15162565	-0.21942794	0.24484792	-0.2364614	0.031690646	-0.28240138	-0.26788014	0.009320572	0.0050294814	-0.15411603	-0.062343422	-0.0489091
-0.1997788	-0.22508489	-0.09192191	0.16682962	0.028718112	0.14929529	-0.1497473	-0.0062216627	0.09936038	0.20751747	0.090280436	0.22982693	-0.08057619	-0.19454575	-0.10781769	-0.076123066	-0.0273655	-0.22938569	0.14340669	-0.091573484	0.12430934	-0.26781112	0.33354142	0.007514553	0.09923276	-0.10760371	-0.19493826	0.020681484	0.12223025	0.055560112	-0.1300562	-0.13284847
-0.11433167	-0.1448172	-0.054532744	-0.003397495	0.0051836213	0.09816682	-0.07405108	-0.20111716	-0.0067748106	0.1100506	0.055633664	0.057543043	0.043855224	-0.13530216	-0.07173555	0.03600467	-0.041466564	0.09526918	0.033345163	0.123162135	0.021952664	-0.105474554	0.0738605	-0.09960237	-0.072578594	-0.21972495	-0.05601424	-0.0061636693	-0.034491412	-0.04902486	-0.0014501534	-0.033572715
-0.098668784	-0.059354782	0.023912452	0.06866583	-0.040989622	0.072651945	-0.1323126	-0.15062343	-0.0318069	0.14665589	0.01671988	0.067217454	-0.003783094	-0.076325655	0.011163252	-0.070149384	-0.099321	-0.010723608	-0.05854404	0.11439502	0.022224685	-0.17250748	0.037350547	-0.14417195	-0.0011064439	-0.17711335	-0.10103761	-0.025786601	-0.007670722	-0.06338087	-0.0048225787	-0.02677386
-0.28294516	-0.28465876	-0.095851034	0.1998389	-0.08489475	0.1661829	-0.201065	-0.087146185	0.08150665	0.32924882	0.2107469	0.2695822	-0.1932939	-0.25730997	-0.11623875	-0.1911542	0.05022093	-0.10515869	0.14703812	-0.01801024	0.21854343	-0.2400894	0.26448432	-0.08954202	0.1603273	-0.20603196	-0.2700084	0.026994651	0.1374334	-0.06364593	-0.17970577	-0.10891586
-0.17530015	-0.14040557	-0.23622394	0.036302634	-0.077316694	0.17118561	-0.15230921	-0.033707518	0.07903578	0.13508898	0.1478823	0.15841536	-0.0996624	-0.19249763	-0.01840093	-0.009180842	0.06618511	-0.061935436	0.082334265	-0.029397234	0.16225895	-0.19584604	0.12220763	-0.04347584	0.113185205	-0.11171639	-0.20441999	-0.024481969	0.06949794	0.048175618	-0.07043082	-0.10495999
-0.34729114	-0.19599228	-0.20612098	0.22052737	-0.17365825	0.17737895	-0.17661807	-0.075242266	0.1384592	0.23464175	0.123109706	0.20758402	-0.14880024	-0.25536668	-0.095755205	-0.118564114	0.10923284	-0.0259981	0.12146563	-0.03783557	0.17924011	-0.23717363	0.30453795	-0.07891644	0.083206914	-0.11345931	-0.298273	-0.1727563	0.1806443	-0.04624156	-0.11989664	-0.14862205
0.07137626	-0.0020081052	0.12609479	-0.14614083	-0.06752893	0.08970055	0.049912594	-0.114166856	-0.18302745	0.086296186	0.004740099	-0.00066886825	0.0809101	-0.11065069	0.11003206	0.09818666	-0.01488591	0.17171712	-0.09160932	0.21091826	-0.034843653	-0.05996888	-0.036799934	-0.28042284	-0.121841766	-0.18880986	-0.13457386	0.016662119	-0.12439239	-0.09676269	0.12131924	0.103478804
0.08147954	0.03740693	0.008254475	-0.1054695	0.0334249	-0.0008096333	0.048687704	-0.15503316	-0.03244159	0.02428256	0.0034730874	0.06441286	0.026263122	-0.031022627	0.075436845	0.1323544	0.13631013	0.10426998	-0.10541684	0.17418325	-0.057497196	-0.06694163	-0.058071174	-0.10891169	-0.061595954	-0.16488777	-0.041734833	0.16642417	-0.15034965	-0.12169574	0.05488038	0.038250543
-0.36725846	-0.29557198	-0.06874487	0.020896599	-0.0074221278	0.21811418	-0.14141767	-0.16867588	-0.105038226	0.20827046	0.14224873	0.1587313	0.042130727	-0.18433812	-0.0047673476	-0.11999229	-0.018512387	-0.08161631	-0.018021693	0.108189024	0.13878928	-0.30938944	0.25783238	-0.09585109	-0.017069982	-0.26866478	-0.2286594	-0.12783618	-0.04934892	-0.07502001	-0.023146914	0.11951671
